"","time","iraq","barack.obama","afghanistan","new.york","california","gop","george.w.bush","wall.street","john.mccain","supreme.court","iran","china","mitt.romney","republican.party","texas","hillary.clinton","israel","middle.east","florida","tea.party","europe","bill.clinton","medicare","sarah.palin","washington.post","christian","democratic.party","russia","pakistan","ohio","vietnam","british","ronald.reagan","massachusetts","social.security","chicago","arizona","new.york.city","d.c.","reagan","pentagon","virginia","jewish","european","fox.news","world.war.ii","iowa","syria","pennsylvania"
"769","2009-02-17",3,2,2,3,2,4,0,5,3,0,0,0,0,1,1,0,4,0,0,0,0,1,2,0,2,0,0,0,1,0,2,0,0,0,3,2,0,0,1,3,1,2,4,0,0,0,0,0,0
"770","2009-02-18",8,6,5,4,6,3,0,7,5,0,2,2,0,2,1,3,2,1,4,0,5,3,0,5,2,0,2,0,2,2,1,1,1,0,2,4,7,0,0,8,3,0,0,3,0,1,1,0,2
"771","2009-02-19",9,11,10,6,11,4,0,4,1,0,5,3,0,1,1,1,3,2,2,0,3,2,0,1,2,1,1,3,1,1,5,1,2,0,0,2,0,1,1,5,6,1,0,2,0,1,1,0,2
"772","2009-02-20",5,7,2,10,3,5,0,5,1,1,1,3,0,3,3,4,4,1,0,0,3,3,0,1,1,1,1,2,1,1,0,1,3,1,2,1,2,0,1,3,1,0,1,1,2,1,1,0,1
"773","2009-02-21",2,2,1,4,7,1,0,1,3,0,0,0,0,1,1,3,1,0,2,0,0,0,0,2,1,1,2,0,0,1,0,0,0,1,0,0,1,1,0,2,0,2,2,0,2,0,1,0,1
"774","2009-02-22",1,2,2,2,1,2,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"775","2009-02-23",9,8,5,6,5,6,0,4,2,0,3,2,0,5,1,6,2,3,2,0,2,2,3,1,0,4,1,2,5,1,1,3,1,0,3,5,0,0,3,5,1,0,3,1,1,2,1,0,1
"776","2009-02-24",4,3,3,3,3,2,0,3,1,2,1,1,0,1,1,0,0,1,4,0,2,1,1,1,2,2,1,1,3,1,0,1,1,1,1,0,0,1,1,3,1,2,0,1,2,1,0,0,2
"777","2009-02-25",9,12,3,9,7,5,1,7,1,2,0,1,0,3,1,3,2,3,3,0,5,3,0,2,2,1,1,0,2,1,3,3,3,2,1,2,2,1,1,7,0,1,2,2,1,3,1,0,1
"778","2009-02-26",5,6,5,5,5,5,0,5,3,3,0,1,1,5,4,0,1,0,1,1,1,0,3,3,2,2,1,1,4,1,1,0,1,1,1,3,0,1,2,3,3,1,1,0,2,3,0,0,1
"779","2009-02-27",8,4,3,6,4,6,0,1,1,0,2,0,0,2,1,1,0,1,2,2,4,1,0,1,4,3,0,5,1,0,0,1,2,2,0,2,0,2,1,3,1,0,0,1,0,3,0,0,0
"780","2009-02-28",2,4,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,1,0,1,0,0
"781","2009-03-01",1,3,0,4,0,5,0,2,1,0,0,0,2,4,0,1,1,1,0,0,2,2,0,1,0,1,0,0,0,1,1,0,3,1,0,0,2,0,2,5,0,0,0,2,0,0,0,0,0
"782","2009-03-02",10,10,4,3,10,4,0,3,3,2,2,0,1,4,0,2,5,1,1,0,3,1,1,4,2,5,0,0,1,0,0,0,0,1,1,2,0,0,0,3,2,1,0,2,0,1,0,0,1
"783","2009-03-03",10,7,1,3,3,3,0,3,5,1,6,1,0,1,2,2,13,0,1,0,5,1,0,1,3,1,2,3,0,0,0,1,1,0,0,0,0,0,0,1,2,1,5,0,1,1,0,3,0
"784","2009-03-04",3,10,2,9,4,6,0,4,2,6,3,2,0,7,0,2,1,6,2,0,3,2,2,3,4,0,3,1,1,0,2,1,2,0,1,1,1,1,0,2,0,0,2,1,1,1,0,1,0
"785","2009-03-05",3,5,2,13,3,4,0,4,0,2,1,0,0,3,0,0,1,2,4,0,2,1,0,2,2,0,2,2,4,0,2,4,1,0,1,4,5,2,1,3,1,3,0,1,3,1,0,1,0
"786","2009-03-06",9,7,5,12,4,2,0,4,3,4,13,1,2,4,1,5,5,2,1,0,3,4,1,3,3,3,3,2,3,3,2,2,1,1,1,5,1,2,0,1,0,1,1,3,0,0,1,2,1
"787","2009-03-07",1,2,0,2,0,0,0,1,1,1,0,0,0,2,0,1,2,0,0,0,0,1,0,1,0,1,1,0,0,1,1,2,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0
"788","2009-03-08",2,2,1,3,3,0,0,1,0,0,0,0,0,2,1,2,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,2,0,3,1,0,0,1,4,0,0,0,0,0,0,0,0,1
"789","2009-03-09",5,7,2,8,5,1,0,6,1,1,3,1,0,2,1,3,1,1,3,0,7,2,1,1,1,7,0,0,3,0,0,0,2,1,0,2,2,1,0,3,0,1,0,2,0,0,1,0,0
"790","2009-03-10",3,6,2,16,7,3,0,6,2,4,1,3,0,2,1,2,5,0,1,0,5,2,3,0,3,2,3,1,1,0,2,1,1,1,4,3,1,1,0,4,2,0,3,3,0,2,0,0,1
"791","2009-03-11",5,10,2,7,8,1,0,5,1,0,4,4,0,1,3,1,8,3,2,0,4,1,1,0,3,0,0,2,3,0,4,1,0,0,0,1,4,1,0,2,2,1,0,2,3,1,1,0,0
"792","2009-03-12",4,5,2,11,3,2,0,4,3,1,2,1,0,1,1,1,6,2,1,0,3,4,1,2,1,4,1,0,0,1,1,1,1,1,1,1,2,3,1,7,2,4,6,1,2,1,0,1,0
"793","2009-03-13",3,5,0,7,8,4,0,7,3,3,0,2,1,2,1,1,3,1,2,1,4,1,0,2,1,1,2,1,0,0,1,2,1,0,1,2,0,1,1,2,0,0,2,1,0,2,1,0,1
"794","2009-03-14",2,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"795","2009-03-15",4,2,1,10,1,1,0,6,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0
"796","2009-03-16",6,8,2,11,2,1,0,4,2,3,3,3,0,2,3,4,17,8,3,2,1,1,0,4,3,0,2,2,1,1,1,1,3,1,0,0,2,1,1,8,1,2,4,1,0,3,0,2,0
"797","2009-03-17",7,9,6,8,1,1,0,4,0,0,3,2,0,2,6,4,4,2,0,0,4,1,0,1,1,1,1,0,2,3,0,5,1,0,0,1,0,0,0,2,0,0,0,2,1,2,1,1,0
"798","2009-03-18",15,6,6,11,5,2,0,4,0,0,2,3,0,1,0,3,12,4,0,2,1,1,0,0,1,3,0,0,2,0,0,2,0,0,0,4,1,0,1,0,1,1,5,0,3,0,0,2,0
"799","2009-03-19",14,4,5,22,7,3,0,6,1,2,1,3,0,1,2,1,3,0,1,0,2,2,0,0,3,0,1,1,0,0,2,3,1,0,2,1,0,5,0,2,2,3,1,1,0,1,1,0,0
"800","2009-03-20",10,5,6,5,3,2,0,3,1,0,0,1,0,2,0,0,0,1,1,0,2,2,0,0,2,1,1,0,2,1,0,0,1,0,0,0,0,1,2,5,4,1,0,1,1,0,1,0,1
"801","2009-03-21",0,1,0,1,0,2,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0
"802","2009-03-22",4,1,3,1,0,0,0,3,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
"803","2009-03-23",5,4,3,12,3,0,0,6,0,0,6,0,0,0,1,0,1,2,2,0,5,1,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,2,0,2,1,0,1,1,1
"804","2009-03-24",7,7,6,4,2,1,0,10,2,1,7,4,0,1,5,0,7,2,0,0,4,0,1,1,2,2,0,3,4,1,4,1,1,2,0,0,0,1,0,2,0,2,1,1,1,1,0,0,1
"805","2009-03-25",5,8,4,8,2,2,0,9,2,2,2,2,0,3,8,1,2,0,2,3,5,3,1,2,1,2,3,1,2,0,2,0,0,1,1,6,1,0,3,4,1,3,2,0,3,1,2,0,0
"806","2009-03-26",7,4,4,11,4,3,0,4,2,2,0,2,0,1,2,0,0,1,1,0,4,0,2,1,1,0,1,3,2,0,3,0,0,0,0,1,1,1,1,0,0,1,1,2,1,1,1,0,2
"807","2009-03-27",5,6,9,10,6,5,0,4,2,0,3,4,0,2,5,3,10,3,0,0,5,0,1,2,5,1,1,4,6,3,3,1,1,1,1,2,2,0,2,3,0,2,2,4,1,1,1,0,4
"808","2009-03-28",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"809","2009-03-29",3,6,2,5,2,1,0,6,1,0,1,1,0,3,4,1,5,3,2,0,0,2,0,1,3,1,1,0,0,0,1,0,1,0,0,1,0,0,1,2,2,0,1,0,2,4,0,0,0
"810","2009-03-30",3,6,4,6,7,0,0,2,1,3,2,0,0,2,1,1,0,2,1,0,1,0,2,3,2,0,0,0,5,2,2,1,1,3,1,0,1,0,1,2,0,1,0,0,1,1,0,0,2
"811","2009-03-31",9,5,8,10,3,0,0,5,3,0,4,5,0,1,0,1,2,5,0,0,3,1,0,1,3,0,1,4,5,0,2,1,1,0,0,0,2,3,2,4,3,0,0,2,1,2,1,2,5
"812","2009-04-01",8,5,6,10,2,2,0,7,3,4,1,4,0,4,3,0,0,0,1,0,9,1,0,2,1,1,2,1,0,0,1,2,2,0,0,1,1,1,3,4,1,1,0,5,1,1,3,0,2
"813","2009-04-02",2,4,4,5,5,3,1,0,1,2,1,1,0,3,2,1,4,3,0,0,2,1,2,2,2,12,3,1,3,1,0,0,1,2,2,1,0,0,0,2,0,1,4,0,1,1,0,1,1
"814","2009-04-03",6,5,5,8,5,3,0,5,3,6,3,0,1,1,4,0,1,1,2,0,5,1,5,2,3,2,1,3,1,2,0,0,0,4,0,3,2,0,1,0,3,2,0,3,0,1,8,0,1
"815","2009-04-04",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0
"816","2009-04-05",2,3,0,3,1,0,0,1,0,1,2,0,0,0,1,0,0,0,5,0,10,1,0,0,0,2,0,0,0,1,0,2,0,0,0,5,0,0,0,1,1,0,0,5,0,1,3,1,2
"817","2009-04-06",7,6,9,8,6,1,0,3,1,6,5,3,1,1,1,1,2,1,2,0,7,1,2,4,2,5,1,3,11,0,4,0,0,2,0,3,0,1,0,0,3,1,0,4,0,0,4,1,0
"818","2009-04-07",2,1,2,12,0,2,0,6,0,3,6,1,0,1,1,1,2,0,1,0,7,1,0,1,1,1,2,0,2,2,2,2,1,0,0,0,1,5,1,2,1,1,5,6,1,1,3,0,1
"819","2009-04-08",4,2,6,6,6,0,0,2,0,0,4,2,0,1,1,0,4,1,3,0,2,0,0,1,0,14,1,1,5,0,2,0,0,0,0,1,3,1,1,1,2,3,3,1,3,2,2,0,1
"820","2009-04-09",7,5,4,9,4,2,0,4,2,3,0,1,0,3,5,3,0,0,1,3,1,0,0,3,2,6,1,1,4,1,1,0,1,0,0,5,5,0,1,2,1,2,0,0,6,1,1,0,1
"821","2009-04-10",7,9,2,9,3,2,0,1,0,3,2,1,0,3,5,0,1,2,2,2,4,1,0,2,3,6,0,2,0,1,2,2,1,1,0,2,3,1,0,3,0,1,3,3,2,0,2,0,1
"822","2009-04-11",1,0,1,3,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0
"823","2009-04-12",1,3,0,2,1,1,0,3,0,0,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,1,1,1,0,0,2,3,0,1,1,0,0,1,1,0,0,0,0,0
"824","2009-04-13",0,6,2,9,7,4,0,5,2,3,1,1,0,1,1,2,0,0,2,2,7,0,1,1,2,2,0,0,2,0,0,4,2,1,2,7,2,0,4,3,0,2,2,4,1,0,3,0,1
"825","2009-04-14",0,9,1,6,3,1,0,6,1,2,0,0,0,3,0,0,0,0,3,2,4,1,1,1,1,0,2,0,1,0,0,2,0,5,1,3,2,2,0,1,0,1,0,3,3,2,0,0,0
"826","2009-04-15",6,8,5,6,11,9,0,5,2,7,0,0,0,2,8,0,0,1,2,11,2,2,2,1,2,2,2,1,1,0,2,0,3,0,2,6,6,0,1,8,1,0,0,1,9,0,3,0,5
"827","2009-04-16",4,3,5,5,3,6,0,2,0,1,1,1,0,4,5,2,0,2,2,1,5,0,0,3,1,3,0,1,3,0,2,0,3,2,1,3,0,1,0,6,0,0,0,2,3,0,1,0,0
"828","2009-04-17",7,11,2,8,3,2,0,1,1,1,1,1,0,2,14,1,2,1,3,0,2,3,0,1,0,2,0,0,4,2,0,0,0,2,0,1,0,0,0,0,0,0,1,1,3,2,1,0,0
"829","2009-04-18",5,2,3,2,1,0,0,1,0,0,0,0,0,1,2,0,0,3,0,1,1,0,0,0,2,0,0,0,4,0,1,0,0,0,0,1,2,1,0,3,1,0,0,0,0,1,0,1,0
"830","2009-04-19",3,4,2,5,7,1,0,0,1,4,0,0,0,1,0,0,3,0,0,2,0,1,0,1,0,0,0,1,0,0,1,1,0,2,0,2,2,1,1,0,0,1,2,0,1,0,1,0,1
"831","2009-04-20",8,10,5,12,5,0,0,1,0,2,3,4,0,0,0,1,4,1,1,0,8,1,1,1,1,5,3,0,2,0,3,7,1,0,0,0,1,1,3,1,3,1,0,2,0,0,1,0,0
"832","2009-04-21",4,8,1,15,4,6,1,3,2,6,2,1,0,3,2,0,3,0,1,1,1,3,3,3,0,3,2,0,0,0,0,0,2,0,0,4,0,4,1,5,0,4,2,1,1,2,0,0,1
"833","2009-04-22",12,5,4,10,1,2,0,5,6,1,10,3,0,5,1,1,5,2,0,1,3,2,0,2,4,8,2,2,4,0,7,1,5,1,0,3,7,0,1,9,2,1,3,1,3,1,1,0,2
"834","2009-04-23",8,3,2,6,11,1,0,2,2,2,1,2,0,4,1,3,0,1,2,3,4,3,0,0,3,2,1,0,1,2,0,1,0,1,0,2,4,0,1,3,0,0,1,2,1,0,2,0,0
"835","2009-04-24",9,4,7,6,3,5,0,3,6,5,2,1,0,5,6,0,10,2,2,1,1,1,0,0,2,0,2,1,4,3,3,3,2,3,0,2,2,1,2,3,2,1,1,0,6,3,1,0,0
"836","2009-04-25",1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,1,1,4,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
"837","2009-04-26",6,6,2,1,0,1,0,2,1,5,0,0,0,1,2,0,0,0,0,1,2,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,2
"838","2009-04-27",9,5,2,10,12,3,0,1,2,0,1,2,0,3,0,1,5,4,2,0,4,2,1,1,3,4,2,2,1,0,0,0,1,1,0,0,0,1,1,3,1,4,1,1,1,2,0,2,2
"839","2009-04-28",10,20,11,22,7,6,0,8,3,10,6,3,0,7,6,2,4,4,3,0,5,3,1,3,6,3,3,2,4,3,1,1,1,1,1,1,2,4,5,8,3,0,4,1,2,1,1,0,7
"840","2009-04-29",8,13,6,25,11,11,0,4,2,4,4,1,0,6,5,3,3,4,5,0,1,4,1,3,3,7,4,1,3,5,0,1,3,0,0,4,0,3,2,13,1,2,2,0,3,2,0,0,7
"841","2009-04-30",8,4,4,5,0,1,0,2,1,3,0,2,0,3,2,1,5,2,0,0,2,1,0,1,0,1,1,4,1,0,2,0,0,0,0,4,0,1,0,0,2,1,2,1,1,0,0,0,2
"842","2009-05-01",7,7,2,8,5,4,0,2,1,11,1,0,0,2,4,2,3,1,0,0,2,2,0,3,1,4,3,1,2,0,0,3,2,0,0,0,0,1,2,4,1,6,1,1,0,1,1,0,5
"843","2009-05-02",3,5,1,3,3,1,0,0,0,6,3,0,0,0,0,1,5,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0
"844","2009-05-03",1,2,0,4,10,1,0,1,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0
"845","2009-05-04",2,10,4,10,2,1,0,5,2,6,1,1,0,1,0,2,4,2,1,0,3,2,0,0,2,7,2,0,3,0,3,0,2,2,0,0,1,2,0,2,3,0,1,2,0,1,0,0,5
"846","2009-05-05",4,6,3,10,4,4,0,2,2,1,3,0,0,5,2,0,0,1,7,0,3,1,1,1,1,4,6,0,3,1,2,1,0,0,1,0,0,1,0,1,1,1,0,2,2,0,0,1,5
"847","2009-05-06",8,2,3,4,2,4,0,4,2,5,2,1,1,4,1,0,1,1,0,1,4,1,0,0,3,15,0,2,2,3,1,1,0,1,0,0,1,0,4,1,1,3,2,3,0,3,2,0,3
"848","2009-05-07",6,2,4,12,4,6,0,1,2,3,1,1,0,4,1,2,4,1,1,0,0,1,1,1,2,0,3,0,3,0,0,0,1,1,0,0,3,0,0,2,3,0,12,0,1,0,1,0,2
"849","2009-05-08",8,8,5,16,6,11,0,3,2,8,0,3,2,4,4,1,1,1,1,0,1,3,2,3,1,11,5,1,2,0,3,1,0,1,2,2,0,1,3,3,2,2,1,0,2,1,2,0,8
"850","2009-05-09",0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,1,0,2,0,1
"851","2009-05-10",1,0,2,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,2,1,0,0,5,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0
"852","2009-05-11",5,2,3,7,5,2,0,1,1,4,0,0,1,3,2,1,0,1,1,0,3,2,1,1,0,4,4,0,1,0,6,1,0,3,0,0,0,2,3,1,1,2,1,2,2,1,4,0,0
"853","2009-05-12",13,8,5,8,4,4,0,0,1,2,3,2,0,5,2,2,4,1,6,0,4,1,0,3,0,4,3,4,4,0,1,4,0,0,0,1,5,0,2,1,1,2,6,2,0,3,2,1,2
"854","2009-05-13",14,7,6,8,9,4,0,1,3,5,4,1,0,1,1,1,0,2,1,0,4,1,1,1,2,3,1,3,9,0,2,2,0,1,4,1,0,0,0,1,1,3,1,1,2,2,1,0,2
"855","2009-05-14",7,9,6,4,13,1,0,5,3,0,1,0,2,1,2,2,2,1,0,0,3,0,0,2,1,5,2,1,6,0,0,2,1,0,0,4,4,1,2,2,3,1,2,1,2,1,3,0,3
"856","2009-05-15",10,6,6,6,3,0,0,1,2,5,0,2,0,4,3,0,0,0,2,0,2,0,0,0,2,2,0,0,0,1,0,0,0,1,0,2,1,0,1,0,4,3,0,1,1,0,0,0,2
"857","2009-05-16",3,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"858","2009-05-17",3,3,2,0,0,0,0,0,1,1,2,0,0,0,0,0,5,1,0,0,3,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,1,0,0,0
"859","2009-05-18",16,10,6,11,12,2,0,1,3,8,3,0,0,3,2,0,14,2,1,0,4,1,0,2,1,8,2,0,0,0,2,2,0,0,1,2,3,1,4,0,1,1,2,3,0,2,1,0,0
"860","2009-05-19",11,7,5,9,3,6,0,3,0,9,6,1,0,4,0,3,17,3,1,0,3,5,0,0,4,14,2,1,6,0,0,2,1,1,1,1,1,0,1,4,1,5,8,1,2,2,0,0,1
"861","2009-05-20",8,2,4,10,5,4,0,3,2,3,2,8,0,2,4,2,2,3,3,0,3,1,0,2,3,3,1,0,2,1,4,0,2,1,2,1,1,1,0,5,1,1,0,1,1,4,1,0,2
"862","2009-05-21",17,4,9,14,3,4,0,3,0,3,4,4,0,5,4,0,4,3,4,0,4,0,0,2,2,4,5,0,7,1,7,2,0,1,0,5,1,3,0,1,7,4,1,1,2,1,3,0,1
"863","2009-05-22",5,4,3,8,6,3,0,1,1,2,0,0,0,4,0,0,3,1,4,0,0,2,0,2,2,0,3,0,1,1,0,1,3,0,0,0,0,2,1,6,1,0,1,0,2,0,1,0,0
"864","2009-05-23",6,4,2,3,0,0,0,0,3,2,0,0,0,3,0,2,0,1,0,0,1,0,2,1,1,5,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0
"865","2009-05-24",9,5,3,5,0,2,0,2,2,2,1,1,0,3,0,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,2,4,0,0,0,2,0,0,1,0,3,0,0,0,0,2,0,0,1
"866","2009-05-25",9,7,2,7,4,3,0,1,2,8,5,3,1,3,1,1,9,4,2,0,1,0,2,1,3,3,2,1,1,0,4,3,0,0,3,0,0,1,1,2,2,1,2,0,0,2,1,1,0
"867","2009-05-26",8,6,4,12,29,4,0,2,3,23,2,3,0,2,1,2,0,0,2,0,3,3,0,1,3,0,1,1,1,1,1,1,0,1,0,2,1,4,2,1,2,1,0,1,1,1,4,0,1
"868","2009-05-27",4,6,0,6,22,6,0,2,1,23,2,3,0,3,0,1,1,0,3,1,3,1,1,2,0,3,0,1,0,1,2,1,2,1,1,2,0,0,0,4,0,2,2,0,0,2,3,0,1
"869","2009-05-28",6,3,6,14,17,2,0,1,1,30,3,2,0,2,3,1,4,1,1,0,2,3,1,0,1,1,0,4,4,0,7,2,2,2,0,5,0,0,1,6,1,4,1,0,0,4,2,0,3
"870","2009-05-29",7,10,6,8,4,2,0,4,0,19,4,2,0,1,0,2,0,3,1,0,2,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,2,1,2,1,1,0,2,0,0,1,0,0
"871","2009-05-30",1,3,1,5,4,1,0,1,0,9,2,1,0,3,0,0,3,1,2,0,0,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
"872","2009-05-31",4,3,1,3,0,1,0,2,1,3,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,1,1,0,0,1,0,2,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0
"873","2009-06-01",6,5,3,6,10,4,0,1,1,19,3,3,1,1,0,1,4,4,2,0,1,1,0,2,0,7,2,1,4,1,0,1,1,0,0,2,0,0,0,2,3,1,0,0,1,1,0,0,0
"874","2009-06-02",7,7,5,13,16,1,0,4,1,10,1,1,0,0,3,1,0,4,2,0,4,0,0,1,3,15,0,1,3,2,8,1,4,0,1,1,1,1,0,7,5,2,0,1,2,0,2,0,1
"875","2009-06-03",3,3,2,13,5,2,0,1,0,11,0,1,1,1,0,0,6,4,0,1,5,2,2,0,1,2,0,1,0,0,0,1,2,1,0,0,0,0,1,6,0,0,1,3,2,1,1,0,1
"876","2009-06-04",6,10,9,12,3,2,0,0,1,3,7,2,0,3,3,4,25,7,0,0,3,0,0,4,2,9,2,1,5,1,0,3,4,0,0,2,3,1,2,12,0,0,10,2,3,0,0,1,1
"877","2009-06-05",3,1,2,4,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,4,1,1,1,0,2,0,0,1,0,0,1,0,0,0,1,0,2,1,2,0,2,0,3,0,0,0,0,1
"878","2009-06-06",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5,0,1,0,3,1,1,1,1,3,0,0,0,0,0,0,1,0,1,0,0,0,1,5,0,3,2,2,0,0,0,0,0
"879","2009-06-07",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1
"880","2009-06-08",11,7,7,10,4,1,0,1,0,6,10,1,0,1,3,2,12,4,1,0,2,0,6,0,3,5,1,0,6,0,4,2,1,1,1,5,1,1,1,3,2,7,5,1,1,1,0,4,0
"881","2009-06-09",6,4,5,11,2,0,0,5,2,7,5,4,0,2,3,2,16,3,1,0,11,0,1,0,1,17,0,1,3,0,1,7,1,2,0,3,1,1,1,1,5,6,7,5,3,0,3,1,0
"882","2009-06-10",8,5,4,13,6,1,0,1,0,12,1,3,0,4,5,4,5,1,1,0,5,0,1,2,0,3,3,0,0,0,3,3,1,1,0,1,0,1,1,1,0,2,4,2,2,3,0,0,1
"883","2009-06-12",9,11,5,8,2,4,0,3,2,7,12,4,0,1,1,2,10,6,0,0,3,1,2,2,1,3,2,2,4,0,3,0,1,0,1,3,1,0,1,4,3,6,2,1,1,2,2,0,4
"884","2009-06-13",1,1,0,1,2,1,0,1,0,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0
"885","2009-06-14",3,1,1,0,1,0,0,0,1,1,9,1,0,0,0,0,3,2,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"886","2009-06-15",6,10,4,14,14,0,0,0,0,6,16,3,0,0,2,1,15,5,3,0,10,2,0,2,4,4,3,3,0,2,0,2,1,2,2,2,0,2,0,2,2,5,7,2,1,1,1,2,1
"887","2009-06-16",7,4,5,7,4,0,0,2,1,3,26,2,1,1,2,2,4,4,1,0,4,1,2,1,2,1,0,2,4,1,2,0,2,0,0,1,1,0,2,4,1,0,1,3,1,0,0,0,1
"888","2009-06-17",8,4,4,4,4,0,0,0,0,4,9,0,0,0,1,0,2,3,0,0,1,1,4,1,0,1,0,1,3,0,0,1,1,1,0,4,0,0,0,3,0,0,2,1,1,0,0,0,1
"889","2009-06-18",6,11,4,16,9,2,0,6,4,7,13,3,1,3,3,2,0,2,1,0,2,2,0,4,3,1,5,1,1,0,1,1,0,3,0,3,2,1,1,1,3,4,2,1,2,1,0,0,2
"890","2009-06-19",5,5,7,8,5,2,0,1,2,2,31,0,0,2,4,1,7,3,1,0,8,4,4,0,1,6,0,1,1,0,0,1,3,0,1,0,2,1,2,3,1,2,2,2,2,3,2,0,3
"891","2009-06-20",3,0,3,2,2,0,0,1,1,1,8,1,0,1,0,0,3,1,4,0,2,0,0,1,0,3,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0
"892","2009-06-21",1,3,1,7,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0
"893","2009-06-22",7,7,5,10,1,1,0,3,6,4,35,1,0,2,0,0,1,3,0,0,8,0,1,1,1,1,2,1,1,2,1,2,3,2,1,0,0,1,0,8,0,4,0,2,0,0,0,0,2
"894","2009-06-23",9,6,1,5,6,0,0,2,4,4,24,3,0,1,1,3,0,2,1,3,2,1,1,2,2,11,2,1,1,1,0,2,0,0,0,1,0,1,2,2,2,0,2,0,0,0,0,1,0
"895","2009-06-24",11,3,7,14,11,1,0,5,1,3,10,2,0,3,3,0,3,3,5,0,5,3,2,1,5,2,0,1,3,2,2,1,1,2,1,2,1,2,1,2,4,4,2,2,2,1,1,0,2
